0.719686	1/1000	149	0.00492513	GCF_000006985.1_ASM698v1_genomic.fna.gz	NC_002932.3 Chlorobium tepidum TLS chromosome, complete genome
0.719686	1/1000	1	0.00492513	GCF_000007085.1_ASM708v1_genomic.fna.gz	NC_003869.1 Thermoanaerobacter tengcongensis MB4, complete genome
0.719686	1/1000	2	0.00492513	GCF_000008225.1_ASM822v1_genomic.fna.gz	NC_007332.1 Mycoplasma hyopneumoniae 7448, complete genome
0.719686	1/1000	41	0.00492513	GCF_000008265.1_ASM826v1_genomic.fna.gz	NC_005877.1 Picrophilus torridus DSM 9790, complete genome
0.719686	1/1000	1	0.00492513	GCF_000008885.1_ASM888v1_genomic.fna.gz	[2 seqs] NC_004344.2 Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis DNA, complete genome [...]
0.743837	2/1000	119	1.21363e-05	GCF_000009605.1_ASM960v1_genomic.fna.gz	[3 seqs] NC_002528.1 Buchnera aphidicola str. APS (Acyrthosiphon pisum) chromosome, complete genome [...]
0.719686	1/1000	1	0.00492513	GCF_000009685.1_ASM968v1_genomic.fna.gz	[2 seqs] NC_003366.1 Clostridium perfringens str. 13 DNA, complete genome [...]
0.719686	1/1000	120	0.00492513	GCF_000009945.1_ASM994v1_genomic.fna.gz	[2 seqs] NC_007899.1 Chlamydia felis Fe/C-56 Fe/C-56 DNA, complete genome [...]
0.758338	3/1000	120	1.99254e-08	GCF_000012005.1_ASM1200v1_genomic.fna.gz	[3 seqs] NC_007606.1 Shigella dysenteriae Sd197 chromosome, complete genome [...]
0.719686	1/1000	1	0.00492513	GCF_000012565.1_ASM1256v1_genomic.fna.gz	NC_007354.1 Ehrlichia canis str. Jake, complete genome
0.719686	1/1000	1	0.00492513	GCF_000014245.1_ASM1424v1_genomic.fna.gz	[4 seqs] NC_008254.1 Chelativorans sp. BNC1, complete genome [...]
0.719686	1/1000	1	0.00492513	GCF_000016325.1_ASM1632v1_genomic.fna.gz	[2 seqs] NC_009436.1 Enterobacter sp. 638, complete genome [...]
