0.719686	1/1000	1	0.00424398	GCF_000003085.2_ASM308v2_genomic.fna.gz	[5687 seqs] NW_862602.3 Plasmodium yoelii yoelii str. 17XNL MALPY00001, whole genome shotgun sequence [...]
0.719686	1/1000	108	0.00424398	GCF_000006985.1_ASM698v1_genomic.fna.gz	NC_002932.3 Chlorobium tepidum TLS chromosome, complete genome
0.719686	1/1000	2	0.00424398	GCF_000008225.1_ASM822v1_genomic.fna.gz	NC_007332.1 Mycoplasma hyopneumoniae 7448, complete genome
0.719686	1/1000	18	0.00424398	GCF_000008265.1_ASM826v1_genomic.fna.gz	NC_005877.1 Picrophilus torridus DSM 9790, complete genome
0.719686	1/1000	1	0.00424398	GCF_000009685.1_ASM968v1_genomic.fna.gz	[2 seqs] NC_003366.1 Clostridium perfringens str. 13 DNA, complete genome [...]
0.719686	1/1000	98	0.00424398	GCF_000009945.1_ASM994v1_genomic.fna.gz	[2 seqs] NC_007899.1 Chlamydia felis Fe/C-56 Fe/C-56 DNA, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000011565.1_ASM1156v1_genomic.fna.gz	NC_005861.1 Parachlamydia-related symbiont UWE25, complete genome
0.743837	2/1000	1	9.00945e-06	GCF_000012005.1_ASM1200v1_genomic.fna.gz	[3 seqs] NC_007606.1 Shigella dysenteriae Sd197 chromosome, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000014265.1_ASM1426v1_genomic.fna.gz	NC_008312.1 Trichodesmium erythraeum IMS101, complete genome
0.719686	1/1000	1	0.00424398	GCF_000018045.1_ASM1804v1_genomic.fna.gz	[3 seqs] NC_009792.1 Citrobacter koseri ATCC BAA-895, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000018085.1_ASM1808v1_genomic.fna.gz	[2 seqs] NC_009832.1 Serratia proteamaculans 568, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000018385.1_ASM1838v1_genomic.fna.gz	[2 seqs] NC_012125.1 Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594, complete genome [...]
0.743837	2/1000	1	9.00945e-06	GCF_000018545.1_ASM1854v1_genomic.fna.gz	[3 seqs] NC_012587.1 Sinorhizobium fredii NGR234 chromosome, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000019225.1_ASM1922v1_genomic.fna.gz	NC_010995.1 Cellvibrio japonicus Ueda107, complete genome
0.719686	1/1000	1	0.00424398	GCF_000019525.1_ASM1952v1_genomic.fna.gz	NC_010506.1 Shewanella woodyi ATCC 51908, complete genome
0.719686	1/1000	247	0.00424398	GCF_000020065.1_ASM2006v1_genomic.fna.gz	NC_011025.1 Mycoplasma arthritidis 158L3-1, complete genome
0.743837	2/1000	4	9.00945e-06	GCF_000020565.1_ASM2056v1_genomic.fna.gz	NC_010830.1 Candidatus Amoebophilus asiaticus 5a2, complete genome
0.719686	1/1000	130	0.00424398	GCF_000022885.2_ASM2288v2_genomic.fna.gz	NC_012779.2 Edwardsiella ictaluri 93-146, complete genome
0.719686	1/1000	1	0.00424398	GCF_000027085.1_ASM2708v1_genomic.fna.gz	[4 seqs] NC_013716.1 Citrobacter rodentium ICC168, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000083545.1_ASM8354v1_genomic.fna.gz	[3 seqs] NC_012988.1 Methylobacterium extorquens DM4 str. DM4 chromosome, complete genome [...]
0.719686	1/1000	9	0.00424398	GCF_000090965.1_ASM9096v1_genomic.fna.gz	[2 seqs] NC_008513.1 Buchnera aphidicola BCc, complete genome [...]
0.719686	1/1000	76	0.00424398	GCF_000143625.1_ASM14362v1_genomic.fna.gz	[173 seqs] NZ_GL379589.1 Candidatus Regiella insecticola LSR1 Scaffold1, whole genome shotgun sequence [...]
0.719686	1/1000	2	0.00424398	GCF_000146285.1_ASM14628v1_genomic.fna.gz	[8 seqs] NZ_GL385912.1 Mobiluncus curtisii subsp. curtisii ATCC 35241 genomic scaffold SCAFFOLD1, whole genome shotgun sequence [...]
0.758338	3/1000	1	1.27424e-08	GCF_000148935.1_ASM14893v1_genomic.fna.gz	[4 seqs] NC_014562.1 Pantoea vagans C9-1, complete genome [...]
0.719686	1/1000	2	0.00424398	GCF_000152545.1_ASM15254v1_genomic.fna.gz	NZ_CH482384.1 Pseudomonas aeruginosa 2192 supercont1.1 genomic scaffold, whole genome shotgun sequence
0.719686	1/1000	1	0.00424398	GCF_000152725.1_ASM15272v1_genomic.fna.gz	[7 seqs] NZ_CH724132.1 Oceanicola batsensis HTCC2597 scf_1099451005762 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000153065.1_ASM15306v1_genomic.fna.gz	NZ_CH724158.1 Synechococcus sp. RS9917 strain RS9917 scf_1099465004208, whole genome shotgun sequence
0.719686	1/1000	1	0.00424398	GCF_000153245.1_ASM15324v1_genomic.fna.gz	[37 seqs] NZ_CH959304.1 Pseudoalteromonas tunicata D2 scf_1099591001445, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000153825.1_ASM15382v1_genomic.fna.gz	NZ_DS022299.1 Synechococcus sp. RS9916 scf_1100013018508, whole genome shotgun sequence
0.816057	14/1000	1	6.6059e-45	GCF_000156975.1_ASM15697v1_genomic.fna.gz	[40 seqs] NZ_EQ973118.1 Neisseria gonorrhoeae SK-93-1035 supercont1.40 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000159555.1_ASM15955v1_genomic.fna.gz	[248 seqs] NZ_GG698405.1 Staphylococcus aureus subsp. aureus TCH130 genomic scaffold SCAFFOLD248, whole genome shotgun sequence [...]
0.719686	1/1000	112	0.00424398	GCF_000160435.1_ASM16043v1_genomic.fna.gz	[5 seqs] NZ_GG665875.1 Kingella oralis ATCC 51147 genomic scaffold Scfld4, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000167355.1_ASM16735v1_genomic.fna.gz	[51 seqs] NZ_AAEW02000051.1 Desulfuromonas acetoxidans DSM 684 ctg15, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000171775.1_ASM17177v1_genomic.fna.gz	[922 seqs] NZ_ABGO01000922.1 Gemmata obscuriglobus UQM 2246 gcontig_1106221710807, whole genome shotgun sequence [...]
0.719686	1/1000	93	0.00424398	GCF_000181895.2_ASM18189v2_genomic.fna.gz	[49 seqs] NC_012132.1 Borrelia spielmanii A14S plasmid A14S_cp26, complete sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000182855.2_ASM18285v1_genomic.fna.gz	[3 seqs] NC_014724.1 Lactobacillus amylovorus GRL 1112, complete genome [...]
0.719686	1/1000	1	0.00424398	GCF_000186485.1_ASM18648v1_genomic.fna.gz	[388 seqs] NZ_GL636097.1 Serratia symbiotica str. Tucson scaffold00185, whole genome shotgun sequence [...]
0.743837	2/1000	91	9.00945e-06	GCF_000187565.1_ASM18756v1_genomic.fna.gz	[2 seqs] NZ_CM001062.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50 strain A50 chromosome, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000194255.1_ASM19425v1_genomic.fna.gz	[36 seqs] NZ_GL877993.1 Escherichia coli 95.0941 scf1127129428367, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00424398	GCF_000195185.1_ASM19518v2_genomic.fna.gz	[332 seqs] NZ_AFAR01000332.1 Rhodopirellula baltica WH47 cWH470361, whole genome shotgun sequence [...]
